COUNTY, PRECINCT, Prct Seq            , Office Seq, OfficeID, District, Candidate Group                            , OFFICENAME     , ELECTDATE, ELECTTYPE       , COL1, BNAME1                                 , TALLY1, COL2, BNAME2                    , TALLY2, COL3, BNAME3                     , TALLY3, COL4, BNAME4                                        , TALLY4, COL5, BNAME5                    , TALLY5, COL6, BNAME6                     , TALLY6, COL7, BNAME7                   , TALLY7, COL8, BNAME8           , TALLY8, COL9, BNAME9                , TALLY9, COL10, BNAME10, TALLY10
  0016,        3, Lake City           , USH       ,        3,        1, U.S. House of Representatives District     , " ""November 4", " 2008""", General Election,    1, Doug Vandagriff - (D)                  ,    109,    2, Zach Wamp - (R)           ,    271,    3, Ed Choate - (I)            ,      7,    4, Jean Howard-Hill - (I)                        ,     11,    5, Write-In - June Griffin   ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0016,        5, Lake City           , TH        ,       38,        1, Tennessee House of Representatives District, " ""November 4", " 2008""", General Election,    1, Leslie Winningham - (D)                ,    254,     ,                           ,      0,     ,                            ,      0,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0017,        1, Lake City Middle    , PRES      ,         ,        1, United States President                    , " ""November 4", " 2008""", General Election,    1, Barack Obama - (D)                     ,    367,    2, John McCain - (R)         ,    923,    3, Chuck Baldwin - (I)        ,      4,    4, Bob Barr - (I)                                ,      1,    5, Charles Jay - (I)         ,      0,    6, Cynthia McKinney - (I)     ,      1,    7, Brian Moore - (I)        ,      2,    8, Ralph Nader - (I),      6,     ,                       ,      0,      ,        ,       0
  0017,        2, Lake City Middle    , USS       ,         ,        1, United States Senate                       , " ""November 4", " 2008""", General Election,    1, Robert D. Tuke - (D)                   ,    254,    2, Lamar Alexander - (R)     ,    929,    3, Edward L. Buck - (I)       ,     12,    4, Christopher G. Fenner - (I)                   ,      8,    5, David Gatchell - (I)      ,      3,    6, Ed Lawhorn - (I)           ,      4,    7, Daniel Towers Lewis - (I),      5,    8, Chris Lugo - (I) ,      2,    9, Write-In - Casey Gouge,      0,      ,        ,       0
  0017,        3, Lake City Middle    , USH       ,        3,        1, U.S. House of Representatives District     , " ""November 4", " 2008""", General Election,    1, Doug Vandagriff - (D)                  ,    265,    2, Zach Wamp - (R)           ,    922,    3, Ed Choate - (I)            ,     16,    4, Jean Howard-Hill - (I)                        ,     22,    5, Write-In - June Griffin   ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0017,        5, Lake City Middle    , TH        ,       38,        1, Tennessee House of Representatives District, " ""November 4", " 2008""", General Election,    1, Leslie Winningham - (D)                ,    758,     ,                           ,      0,     ,                            ,      0,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0018,        1, Marlow              , PRES      ,         ,        1, United States President                    , " ""November 4", " 2008""", General Election,    1, Barack Obama - (D)                     ,    194,    2, John McCain - (R)         ,    480,    3, Chuck Baldwin - (I)        ,      9,    4, Bob Barr - (I)                                ,      1,    5, Charles Jay - (I)         ,      0,    6, Cynthia McKinney - (I)     ,      0,    7, Brian Moore - (I)        ,      0,    8, Ralph Nader - (I),      9,     ,                       ,      0,      ,        ,       0
  0018,        2, Marlow              , USS       ,         ,        1, United States Senate                       , " ""November 4", " 2008""", General Election,    1, Robert D. Tuke - (D)                   ,    137,    2, Lamar Alexander - (R)     ,    480,    3, Edward L. Buck - (I)       ,      9,    4, Christopher G. Fenner - (I)                   ,      4,    5, David Gatchell - (I)      ,      5,    6, Ed Lawhorn - (I)           ,      4,    7, Daniel Towers Lewis - (I),      2,    8, Chris Lugo - (I) ,      1,    9, Write-In - Casey Gouge,      0,      ,        ,       0
  0018,        3, Marlow              , USH       ,        3,        1, U.S. House of Representatives District     , " ""November 4", " 2008""", General Election,    1, Doug Vandagriff - (D)                  ,    136,    2, Zach Wamp - (R)           ,    480,    3, Ed Choate - (I)            ,     20,    4, Jean Howard-Hill - (I)                        ,     10,    5, Write-In - June Griffin   ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0018,        5, Marlow              , TH        ,       33,        1, Tennessee House of Representatives District, " ""November 4", " 2008""", General Election,    1, Jim Hackworth - (D)                    ,    409,    2, Alex Moseley - (R)        ,    247,     ,                            ,      0,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0019,        1, North Clinton       , PRES      ,         ,        1, United States President                    , " ""November 4", " 2008""", General Election,    1, Barack Obama - (D)                     ,    337,    2, John McCain - (R)         ,    614,    3, Chuck Baldwin - (I)        ,      2,    4, Bob Barr - (I)                                ,      7,    5, Charles Jay - (I)         ,      0,    6, Cynthia McKinney - (I)     ,      0,    7, Brian Moore - (I)        ,      0,    8, Ralph Nader - (I),      8,     ,                       ,      0,      ,        ,       0
  0019,        2, North Clinton       , USS       ,         ,        1, United States Senate                       , " ""November 4", " 2008""", General Election,    1, Robert D. Tuke - (D)                   ,    234,    2, Lamar Alexander - (R)     ,    684,    3, Edward L. Buck - (I)       ,      6,    4, Christopher G. Fenner - (I)                   ,      4,    5, David Gatchell - (I)      ,      1,    6, Ed Lawhorn - (I)           ,      2,    7, Daniel Towers Lewis - (I),      0,    8, Chris Lugo - (I) ,      3,    9, Write-In - Casey Gouge,      0,      ,        ,       0
  0019,        3, North Clinton       , USH       ,        3,        1, U.S. House of Representatives District     , " ""November 4", " 2008""", General Election,    1, Doug Vandagriff - (D)                  ,    230,    2, Zach Wamp - (R)           ,    674,    3, Ed Choate - (I)            ,     10,    4, Jean Howard-Hill - (I)                        ,      7,    5, Write-In - June Griffin   ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0019,        5, North Clinton       , TH        ,       33,        1, Tennessee House of Representatives District, " ""November 4", " 2008""", General Election,    1, Jim Hackworth - (D)                    ,    578,    2, Alex Moseley - (R)        ,    341,     ,                            ,      0,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
